採樣分區,河川,縣市,測站名稱,水體分類等級,採樣日期,採樣日期_clean, 差異天數 ,採樣年,採樣月,採樣日,測站編號,經度(TWD97),緯度(TWD97),上下游_新竹,河川污染指數,氣溫,水溫,酸鹼值,導電度,溶氧(滴定法),溶氧(電極法),溶氧飽和度,生化需氧量,化學需氧量,懸浮固體,大腸桿菌群,氨氮,氯鹽,總磷,總有機碳,硝酸鹽氮,亞硝酸鹽氮,鎘,鉛,六價鉻,砷,汞,銅,鋅,錳,銀,硒,濁度,鉻,總氮,總凱氏氮,備註
磺溪流域,磺溪,新北市,磺溪橋,－,2013/1/7 上午 10:25:00,2013/1/7,,2013,1,7,1032,121.630473,25.226958,,1,17.4,18.4,4.6,143,,9.5,100.8,1,4,7.1,170,0.02,,,,,,,,,,,,,,,,,,,,
磺溪流域,磺溪,新北市,四十號橋,－,2013/1/7 上午 10:56:00,2013/1/7,,2013,1,7,1033,121.63076,25.22733,,1,18,18.5,4.6,147,,9.5,101.2,1,4,8,160,0.03,,,,,,,,,,,,,,,,,,,,
雙溪流域,雙溪,新北市,貢寮大橋,甲,2013/1/8 上午 08:35:00,2013/1/8,,2013,1,8,1035,121.909529,25.02071,,1,17.9,18.6,7,80,,9.1,96.7,1,4.5,5.5,6400,0.01,,,,,,,,,,,,,,,,,,,,
淡水河流域,基隆河,新北市,貂嶺車站,乙,2013/1/7 上午 07:55:00,2013/1/7,,2013,1,7,1037,121.822818,25.065941,,1,21.8,17.8,7.4,100,,9.6,101.7,1,4,5.3,1800,0.01,,,,,,,,,,,,,,,,,,,,
淡水河流域,基隆河,新北市,侯硐車站,乙,2013/1/7 上午 08:35:00,2013/1/7,,2013,1,7,1038,121.82867,25.088154,,1,21.6,17.9,7.5,110,,9.8,104.2,1,4,5.2,4900,0.01,,,,,,,,,,,,,,,,,,,,
淡水河流域,大漢溪,新北市,柑園大橋(取代後村圳取水口),丙,2013/1/7 上午 11:25:00,2013/1/7,,2013,1,7,1039,121.381689,24.962485,,1,19.2,18.4,7.7,356,,7.3,78.1,1.3,6.2,11.5,19000,0.5,,,,,,,,,,,,,,,,,,,,
淡水河流域,三峽河,新北市,三峽河抽水站(取代醒心橋),－,2013/1/7 下午 02:55:00,2013/1/7,,2013,1,7,1041,121.373777,24.895639,,1,19.7,18.4,8.4,132,,10.4,112.1,1,4,2.5,2300,0.01,,,,,,,,,,,,,,,,,,,,
淡水河流域,三峽河,新北市,三峽大橋,－,2013/1/7 下午 03:25:00,2013/1/7,,2013,1,7,1042,121.374865,24.934632,,2.8,19.6,19.6,7.7,210,,8.4,91.5,5.7,17,15.6,220000,0.88,,,,,,,,,,,,,,,,,,,,
南崁溪流域,南崁溪,桃園縣,龜山橋,丙,2013/1/8 上午 09:10:00,2013/1/8,,2013,1,8,1046,121.33995,24.997022,,5,17,18.1,7.4,1190,,7.4,78.6,6.5,69,27.7,260000,21.5,,,,,,,,,,,,,,,,,,,,
南崁溪流域,南崁溪,桃園縣,大檜溪橋,丙,2013/1/8 上午 11:15:00,2013/1/8,,2013,1,8,1047,121.309114,25.011648,,5,18,18.5,7.4,770,,6.4,68.1,8.9,67.1,10.2,400000,12.2,,,,,,,,,,,,,,,,,,,,
南崁溪流域,南崁溪,桃園縣,南崁溪橋,丙,2013/1/8 下午 01:05:00,2013/1/8,,2013,1,8,1048,121.280957,25.055733,,5,17,18.5,7.3,753,,6.7,71.5,6.3,56.9,23.1,480000,10.9,,,,,,,,,,,,,,,,,,,,
南崁溪流域,南崁溪,桃園縣,竹圍大橋,丙,2013/1/8 下午 01:45:00,2013/1/8,,2013,1,8,1049,121.247779,25.108028,,6.8,17,18,7.5,743,,7.6,79.6,5.5,54.9,187,490000,8.42,,,,,,,,,,,,,,,,,,,,
南崁溪流域,茄苳溪(桃),桃園縣,宏太橋,丙,2013/1/8 上午 10:00:00,2013/1/8,,2013,1,8,1050,121.283283,24.98863,,7.3,17,18.1,7.3,472,,6,63.5,5.7,49.6,188,370000,7.93,,,,,,,,,,,,,,,,,,,,
南崁溪流域,茄苳溪(桃),桃園縣,星見橋,丙,2013/1/8 上午 10:35:00,2013/1/8,,2013,1,8,1051,121.282643,25.009731,,4.3,17,18,7.4,490,,6.8,71.2,4.8,48.2,21,350000,8.89,,,,,,,,,,,,,,,,,,,,
南崁溪流域,茄苳溪(桃),桃園縣,茄苳溪橋,丁,2013/1/8 下午 12:25:00,2013/1/8,,2013,1,8,1052,121.277437,25.0262,,4.3,17,18.2,7.4,513,,8.1,86,4.5,39.7,25.9,220000,8.91,,,,,,,,,,,,,,,,,,,,
老街溪流域,老街溪,桃園縣,美都麗橋,丙,2013/1/8 上午 08:15:00,2013/1/8,,2013,1,8,1053,121.213291,24.87427,,4.3,16.7,17.2,7.1,265,,4.8,51.3,3.2,25.7,5.4,380000,5.33,,,,,,,,,,,,,,,,,,,,
老街溪流域,老街溪,桃園縣,北勢橋,丙,2013/1/8 上午 09:26:00,2013/1/8,,2013,1,8,1054,121.212442,24.924829,,3.8,15.6,17.2,7.5,509,,7.9,81.8,4.2,38.5,10.3,760000,4.04,,,,,,,,,,,,,,,,,,,,
老街溪流域,老街溪,桃園縣,環鄉橋(原為宋屋),丙,2013/1/8 上午 10:05:00,2013/1/8,,2013,1,8,1055,121.210095,24.943377,,5.5,15.3,17.3,7.4,775,,6.4,67.6,10.3,91.6,43.4,410000,10.9,,,,,,,,,,,,,,,,,,,,
老街溪流域,老街溪,桃園縣,公園橋上游(原為青埔橋),丙,2013/1/8 上午 11:08:00,2013/1/8,,2013,1,8,1056,121.209365,25.003354,,4.3,16.4,17.6,7.4,669,,8.9,93.6,3.2,18.6,31.9,480000,7.5,,,,,,,,,,,,,,,,,,,,
老街溪流域,老街溪,桃園縣,中正橋,丙,2013/1/8 下午 12:05:00,2013/1/8,,2013,1,8,1057,121.196397,25.063758,,5.8,15.4,17.3,7.6,718,,7.9,82.2,5.1,47.2,51.8,350000,9.58,,,,,,,,,,,,,,,,,,,,
老街溪流域,老街溪,桃園縣,許厝港一號橋,丙,2013/1/8 下午 12:45:00,2013/1/8,,2013,1,8,1058,121.177823,25.077562,,5,15.7,17.7,7.5,1020,,8.3,86.4,5.9,49.8,28.6,220000,8.29,83.6,,,,,,,,,,,,,,,,,,,
社子溪流域,社子溪,桃園縣,永寧一號橋,丙,2013/1/8 上午 08:35:00,2013/1/8,,2013,1,8,1059,121.151623,24.903113,,1,16,16.3,7.8,186,,9.3,96.6,3,11.1,10,3200,0.14,,,,,,,,,,,,,,,,,,,,
社子溪流域,社子溪,桃園縣,月眉橋,丙,2013/1/8 上午 09:15:00,2013/1/8,,2013,1,8,1060,121.146277,24.918755,,3.8,16,17,7.7,328,,7.9,82.8,4.6,37.2,9.6,480000,4.07,,,,,,,,,,,,,,,,,,,,
社子溪流域,社子溪,桃園縣,老飯店橋,丙,2013/1/8 上午 09:55:00,2013/1/8,,2013,1,8,1061,121.123741,24.93579,,5.8,16,17.3,7.8,412,,8,84.1,6.7,55.1,62.4,240000,3.89,,,,,,,,,,,,,,,,,,,,
社子溪流域,社子溪,桃園縣,社子橋,丙,2013/1/8 上午 10:35:00,2013/1/8,,2013,1,8,1062,121.094047,24.960847,,5.8,17,17,7.7,452,,9.2,95.4,5.5,35.8,61.2,37000,3.16,,,,,,,,,,,,,,,,,,,,
社子溪流域,社子溪,桃園縣,笨子港橋,丙,2013/1/8 下午 02:25:00,2013/1/8,,2013,1,8,1063,121.027306,24.982992,,4,15,17.3,7.8,579,,8.6,89.1,3.6,37.8,78.5,67000,2.09,,,,,,,,,,,,,,,,,,,,
福興溪流域,福興溪,桃園縣,員笨橋,丙,2013/1/8 上午 11:00:00,2013/1/8,,2013,1,8,1064,121.088133,24.943944,,1.5,17,16.7,7.8,267,,8.3,85,3.1,23.5,13,240000,0.28,,,,,,,,,,,,,,,,,,,,
福興溪流域,福興溪,桃園縣,新湖橋,丙,2013/1/8 下午 01:05:00,2013/1/8,,2013,1,8,1065,121.045957,24.943446,,2.8,16,16.9,7.7,372,,8.2,84.6,4.4,34.4,14.6,76000,1.93,,,,,,,,,,,,,,,,,,,,
福興溪流域,福興溪,新竹縣,深坑橋,丙,2013/1/8 下午 01:45:00,2013/1/8,,2013,1,8,1066,121.002716,24.939901,,2,16,16.8,7.8,396,,8.9,91.2,2.7,17.2,35.6,29000,0.97,,,,,,,,,,,,,,,,,,,,
烏溪流域,烏溪,台中市,集泉橋,丙,2013/1/8 下午 02:20:00,2013/1/8,,2013,1,8,1131,120.614994,24.106336,,1.5,19.5,20.4,7.6,416,,7.5,83.5,2.3,8.4,7.5,9000,0.61,,,,,,,,,,,,,,,,,,,,
得子口溪流域,得子口溪,宜蘭縣,時潮橋(原為復興橋),－,2013/1/10 上午 09:50:00,2013/1/10,,2013,1,10,1222,121.812895,24.817714,,3.3,13.9,17.3,7.2,578,,5.5,56.7,1.1,10.3,27.6,24000,1.08,147,,,,,,,,,,,,,,,,,,,
蘭陽溪流域,蘭陽溪,宜蘭縣,崙埤橋(原為崙碑),甲,2013/1/10 下午 12:05:00,2013/1/10,,2013,1,10,1223,121.609376,24.675997,,1,13,16.6,7.1,46,,9.8,101.6,1,4,2.1,780,0.01,,,,,,,,,,,,,,,,,,,,
蘭陽溪流域,蘭陽溪,宜蘭縣,葫蘆堵大橋(原為上深溝),甲,2013/1/10 下午 01:35:00,2013/1/10,,2013,1,10,1224,121.682254,24.705182,,3.3,13.2,17.1,8.1,418,,9.6,98.8,1,12.5,1660,2300,0.06,,,,,,,,,,,,,,,,,,,,
蘭陽溪流域,蘭陽溪,宜蘭縣,蘭陽大橋,乙,2013/1/10 下午 02:35:00,2013/1/10,,2013,1,10,1225,121.772288,24.713582,,3.3,13,17.1,8.1,396,,9.1,93.7,1,15.5,925,21000,0.07,,,,,,,,,,,,,,,,,,,,
蘭陽溪流域,蘭陽溪,宜蘭縣,噶瑪蘭橋(原為興蘭大橋),丙,2013/1/10 上午 10:35:00,2013/1/10,,2013,1,10,1226,121.820231,24.719237,,3.3,14.2,16.4,8.1,423,,9.4,94.9,1,19.8,492,20000,0.1,5.2,,,,,,,,,,,,,,,,,,,
冬山河流域,冬山河,宜蘭縣,冬山河橋,－,2013/1/10 上午 11:25:00,2013/1/10,,2013,1,10,1228,121.78689,24.639163,,1.5,14.1,18.3,7.4,192,,8,84.1,1,4,21,5000,0.19,,,,,,,,,,,,,,,,,,,,
冬山河流域,冬山河,宜蘭縣,利澤簡橋,－,2013/1/10 下午 12:55:00,2013/1/10,,2013,1,10,1230,121.814117,24.669898,,2,13.6,16.3,7.4,213,,7.6,77.7,1.4,7,26.6,34000,0.66,,,,,,,,,,,,,,,,,,,,
新城溪流域,新城溪,宜蘭縣,新城橋,乙,2013/1/10 上午 08:55:00,2013/1/10,,2013,1,10,1233,121.812342,24.615288,,2.3,13.6,16.6,8,130,,9.7,98.8,1,4,51.7,2800,0.01,,,,,,,,,,,,,,,,,,,,
新城溪流域,新城溪,宜蘭縣,龍德大橋,丙,2013/1/10 下午 01:45:00,2013/1/10,,2013,1,10,1234,121.83156,24.632364,,3.3,13.5,16.6,8,127,,9.9,100.7,1.5,5,141,19000,0.02,,,,,,,,,,,,,,,,,,,,
蘇澳溪流域,蘇澳溪,宜蘭縣,永樂里,－,2013/1/10 上午 06:55:00,2013/1/10,,2013,1,10,1235,121.844559,24.573717,,2.3,13.6,16.4,7.6,182,,9.7,98.8,1,4,51.5,28000,0.01,,,,,,,,,,,,,,,,,,,,
南澳溪流域,南澳溪,宜蘭縣,金洋二號橋(原為金洋),－,2013/1/9 上午 07:35:00,2013/1/9,,2013,1,9,1237,121.758442,24.435947,,1,15.9,18.8,7.8,171,,9.1,97.9,1,4,2.5,460,0.01,,,,,,,,,,,,,,,,,,,,
南澳溪流域,南澳溪,宜蘭縣,澳尾橋,－,2013/1/9 上午 08:05:00,2013/1/9,,2013,1,9,1238,121.780021,24.449142,,1.5,16.1,17.9,8.2,259,,9.6,101.2,1,4,46.6,46000,0.01,,,,,,,,,,,,,,,,,,,,
和平溪流域,和平溪,宜蘭縣,大濁水橋,乙,2013/1/9 上午 09:45:00,2013/1/9,,2013,1,9,1239,121.743064,24.32484,,3.3,16.5,18,8.3,438,,9.8,103.1,1,11.9,812,39000,0.02,,,,,,,,,,,,,,,,,,,,
立霧溪流域,立霧溪,花蓮縣,普渡大橋,－,2013/1/9 上午 11:15:00,2013/1/9,,2013,1,9,1240,121.495496,24.181309,,1,17.8,15.5,8.4,425,,9.7,102.6,1,4,13.9,3800,0.01,,,,,,,,,,,,,,,,,,,,
立霧溪流域,立霧溪,花蓮縣,錦文橋,－,2013/1/9 下午 12:15:00,2013/1/9,,2013,1,9,1241,121.621748,24.156348,,1,18.1,19.5,8.3,324,,8.9,97.1,1,4,7.6,310,0.01,,,,,,,,,,,,,,,,,,,,
三棧溪流域,三棧溪,花蓮縣,三棧橋,－,2013/1/9 下午 12:55:00,2013/1/9,,2013,1,9,1242,121.608385,24.100662,,1,19.1,18,8.5,212,,9.7,102.3,1,4,8.9,3000,0.02,,,,,,,,,,,,,,,,,,,,
美崙溪流域,美崙溪,花蓮縣,水源橋上游,甲,2013/1/9 上午 11:05:00,2013/1/9,,2013,1,9,1243,121.546074,24.005785,,1,18.7,17.8,8.2,194,,9.5,100.6,1,4,3.3,300,0.01,,,,,,,,,,,,,,,,,,,,
美崙溪流域,美崙溪,花蓮縣,玉成橋(原為嘉里二號橋),乙,2013/1/9 上午 11:45:00,2013/1/9,,2013,1,9,1244,121.604946,24.016897,,2,19,19.9,8.4,243,,10.6,116.5,3.2,7.9,20.8,58000,0.43,,,,,,,,,,,,,,,,,,,,
美崙溪流域,美崙溪,花蓮縣,新生橋(原為嘉新村),丙,2013/1/9 下午 12:15:00,2013/1/9,,2013,1,9,1245,121.608395,24.009405,,2.8,19,20.2,7.8,353,,6.7,73.5,4.8,11.9,11.1,56000,1.79,,,,,,,,,,,,,,,,,,,,
美崙溪流域,美崙溪,花蓮縣,中正橋,丙,2013/1/9 下午 02:25:00,2013/1/9,,2013,1,9,1246,121.611954,23.980326,,3.8,20.1,20,7.6,422,,5.5,60.5,3.1,8.4,33,270000,1.34,,,,,,,,,,,,,,,,,,,,
吉安溪流域,吉安溪,花蓮縣,太昌橋,－,2013/1/9 上午 09:55:00,2013/1/9,,2013,1,9,1247,121.569626,23.983306,,1.5,19,16.8,8.3,385,,9.8,101.4,1,4,33.2,40000,0.11,,,,,,,,,,,,,,,,,,,,
吉安溪流域,吉安溪,花蓮縣,仁里橋,－,2013/1/9 上午 10:25:00,2013/1/9,,2013,1,9,1248,121.594415,23.968813,,1.5,18.8,17.4,8.2,402,,9.7,101,1.2,4,34,75000,0.25,,,,,,,,,,,,,,,,,,,,
花蓮溪流域,花蓮溪,花蓮縣,萬里溪橋,甲,2013/1/9 下午 12:58:00,2013/1/9,,2013,1,9,1249,121.426239,23.719597,,1,17.8,18.9,8.4,434,,9.4,102.2,1,4,6.1,6700,0.13,,,,,,,,,,,,,,,,,,,,
花蓮溪流域,花蓮溪,花蓮縣,支亞干橋(取代豐平橋),甲,2013/1/9 下午 01:35:00,2013/1/9,,2013,1,9,1250,121.452568,23.813225,,1,17.2,18,8.5,338,,9.4,101,1,4,17,880,0.02,,,,,,,,,,,,,,,,,,,,
花蓮溪流域,花蓮溪,花蓮縣,花蓮大橋,乙,2013/1/9 上午 08:55:00,2013/1/9,,2013,1,9,1251,121.597699,23.923546,,1.5,18.4,19.9,8.1,401,,8.3,90.9,1,4,31.8,4400,0.03,,,,,,,,,,,,,,,,,,,,
花蓮溪流域,木瓜溪,花蓮縣,木瓜溪橋,甲,2013/1/9 下午 01:55:00,2013/1/9,,2013,1,9,1252,121.538586,23.931694,,1,18.8,18.2,8.4,310,,9.5,101.2,1,4,5.4,480,0.01,,,,,,,,,,,,,,,,,,,,
秀姑巒溪流域,秀姑巒溪,花蓮縣,玉里大橋,乙,2013/1/9 上午 09:57:00,2013/1/9,,2013,1,9,1253,121.327766,23.322925,,1,19.2,18.4,8,402,,9.6,103.6,1,4.3,19.5,79000,0.11,,,,,,,,,,,,,,,,,,,,
秀姑巒溪流域,秀姑巒溪,花蓮縣,太平溪橋,乙,2013/1/9 上午 10:45:00,2013/1/9,,2013,1,9,1254,121.333626,23.393678,,3.3,18.8,17.8,8.4,265,,9.8,103.8,1,4,168,2500,0.01,,,,,,,,,,,,,,,,,,,,
秀姑巒溪流域,秀姑巒溪,花蓮縣,瑞穗大橋,乙,2013/1/9 上午 11:38:00,2013/1/9,,2013,1,9,1255,121.404016,23.4854,,2.3,18.9,19.4,8.4,376,,9.3,102,1,4,82.8,3900,0.03,,,,,,,,,,,,,,,,,,,,
淡水河流域,基隆河,台北市,南湖大橋,丁,2013/1/7 下午 03:05:00,2013/1/7,,2013,1,7,1269,121.612021,25.063235,,1.5,20.6,18.9,7.3,143,,8.4,90.1,1,7.2,22.3,57000,0.22,12,,,,,,,,,,,,,,,,,,,
淡水河流域,基隆河,台北市,成美橋,丁,2013/1/7 下午 02:05:00,2013/1/7,,2013,1,7,1270,121.583295,25.053669,,1.5,20.5,19,7.3,147,,8.2,88.3,1,4,22.9,210000,0.29,12.2,,,,,,,,,,,,,,,,,,,
淡水河流域,新店溪,新北市,青潭堰,甲,2013/1/8 上午 11:37:00,2013/1/8,,2013,1,8,1272,121.545214,24.941441,,1,18.2,18.4,7.5,97,,9.3,99.2,1,4,6.4,2400,0.01,,,,,,,,,,,,,,,,,,,,
淡水河流域,新店溪,新北市,秀朗橋,乙,2013/1/8 下午 02:25:00,2013/1/8,,2013,1,8,1273,121.528573,24.988715,,1.5,18.2,18,7.4,105,,10,105.1,1,5.5,7.1,23000,0.61,4.6,,,,,,,,,,,,,,,,,,,
淡水河流域,景美溪,新北市,楓林橋,乙,2013/1/8 上午 09:55:00,2013/1/8,,2013,1,8,1274,121.64198,25.010777,,1,17.3,17.8,7.6,121,,9.3,98.5,1,4,4.3,20000,0.03,,,,,,,,,,,,,,,,,,,,
烏溪流域,烏溪,台中市,樹王橋,丙,2013/1/8 上午 11:20:00,2013/1/8,,2013,1,8,1299,120.665663,24.110045,,6.5,22.6,21.9,7.3,419,,5.2,60.1,17.7,46.2,46.8,86000,4.03,,,,,,,,,,,,,,,,,,,,
南崁溪流域,南崁溪,桃園縣,大埔橋,丙,2013/1/8 上午 08:05:00,2013/1/8,,2013,1,8,1345,121.369248,25.025086,,5.8,17,20.3,7.6,2100,,7.8,86.8,7.1,55.1,49.6,350000,39.1,,,,,,,,,,,,,,,,,,,,
高屏溪流域,高屏溪,高雄市,新發大橋,甲,2013/1/3 上午 09:44:00,2013/1/3,,2013,1,3,1509,120.66916,23.048559,,,23.3,19.5,8.3,447,,9,100.7,,8.3,79.2,800,0.03,,,,,,,,,,,,,,,,,,,,「生化需氧量」測值研判有系統性誤差，不予採用
曾文溪流域,曾文溪,台南市,大內橋（取代北勢洲橋）,乙,2013/1/7 下午 02:35:00,2013/1/7,,2013,1,7,1646,120.345386,23.120304,,1,24.8,24.9,8.1,866,,10.2,123.1,1.4,6.3,12,10,0.03,,,,,,,,,,,,,,,,,,,,
高屏溪流域,高屏溪,屏東縣,隘寮堰,甲,2013/1/3 上午 09:57:00,2013/1/3,,2013,1,3,1654,120.658136,22.706021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
二仁溪流域,二仁溪,高雄市,石安橋,丙,2013/1/7 下午 01:20:00,2013/1/7,,2013,1,7,1659,120.302053,22.902773,,5.5,29.7,24,7.9,615,,5.2,62,8.3,19.9,38.6,250000,4.58,,,,,,,,,,,,,,,,,,,,
淡水河流域,新店溪,新北市,碧潭吊橋(取代碧潭大橋),乙,2013/1/8 下午 01:35:00,2013/1/8,,2013,1,8,1018,121.535815,24.960924,,1,18,18,7.4,101,,9.6,101,1,4,5.3,22000,0.05,,,,,,,,,,,,,,,,,,,,
雙溪流域,雙溪,新北市,新寮大橋,甲,2013/1/8 上午 07:45:00,2013/1/8,,2013,1,8,1034,121.834769,25.031797,,1,18.2,18.7,7.3,67,,9.4,101.4,1,4,3.1,7200,0.02,,,,,,,,,,,,,,,,,,,,
南崁溪流域,南崁溪,桃園縣,舊路大橋,丙,2013/1/8 上午 08:35:00,2013/1/8,,2013,1,8,1045,121.362348,25.018754,,5,17,19.9,7.6,1980,,7.8,85.4,5.8,44.1,21.1,240000,35.1,,,,,,,,,,,,,,,,,,,,
鹽港溪流域,鹽港溪,新竹縣,新城橋,丁,2013/1/9 上午 10:55:00,2013/1/9,,2013,1,9,1067,120.964381,24.729907,,1.5,16,16.2,7.6,421,,9.2,92.3,2.6,14,22,53000,0.16,,,,,,,,,,,,,,,,,,,,
中港溪流域,中港溪,苗栗縣,田美大橋,甲,2013/1/8 上午 08:10:00,2013/1/8,,2013,1,8,1091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
大安溪流域,大安溪,苗栗縣,卓蘭大橋(原名為蘭勢橋),甲,2013/1/9 上午 11:10:00,2013/1/9,,2013,1,9,1105,120.818393,24.308386,,3.3,17.2,17,8.3,397,,9.5,101.8,1,12.6,410,2000,0.01,,,,,,,,,,,,,,,,,,,,
大安溪流域,大安溪,苗栗縣,義里大橋,甲,2013/1/9 上午 11:00:00,2013/1/9,,2013,1,9,1106,120.736541,24.356994,,3.3,16.9,16.5,8.3,414,,9.5,99.1,1,13.6,482,550,0.03,,,,,,,,,,,,,,,,,,,,
大安溪流域,大安溪,台中市,大安溪橋,乙,2013/1/9 下午 01:30:00,2013/1/9,,2013,1,9,1107,120.644916,24.370575,,3.3,16,16.4,8.3,488,,9.5,97.3,1.1,13.1,422,8400,0.13,,,,,,,,,,,,,,,,,,,,
大安溪流域,大安溪,台中市,西濱快速道路(取代大安溪出海口),丙,2013/1/9 下午 02:51:00,2013/1/9,,2013,1,9,1108,120.6105972,24.4014167,,3.3,15.6,15.8,8.3,495,,9.8,98.5,1.1,12.1,413,4600,0.13,4.9,,,,,,,,,,,,,,,,,,,
烏溪流域,烏溪,台中市,烏溪橋,乙,2013/1/8 下午 01:30:00,2013/1/8,,2013,1,8,1118,120.695597,24.008937,,1,21,19.8,8.7,358,,9.7,108,2,9,4.8,2300,0.03,,,,,,,,,,,,,,,,,,,,
烏溪流域,烏溪,台中市,大度橋(原為大肚橋),丙,2013/1/8 下午 03:10:00,2013/1/8,,2013,1,8,1119,120.582137,24.10593,,4,20.5,20.6,7.4,454,,7,77.8,4.4,16.5,53.2,80000,2.18,,,,,,,,,,,,,,,,,,,,
烏溪流域,烏溪,南投縣,中正橋,乙,2013/1/8 下午 01:40:00,2013/1/8,,2013,1,8,1121,120.757777,23.882532,,1,21.5,20.2,8.4,600,,10.5,117.3,2.5,9,6.1,1000,0.04,,,,,,,,,,,,,,,,,,,,
烏溪流域,烏溪,南投縣,平林橋,乙,2013/1/8 下午 02:30:00,2013/1/8,,2013,1,8,1122,120.657454,23.952398,,4.3,21.5,20.9,7.8,712,,7.2,81.2,4.5,13.5,21.7,23000,3.86,,,,,,,,,,,,,,,,,,,,
烏溪流域,烏溪,彰化縣,利民橋,乙,2013/1/8 下午 03:20:00,2013/1/8,,2013,1,8,1123,120.637569,24.013468,,2.3,20,20.5,7.6,581,,7.4,82.4,2.6,12.5,15.4,7300,1.46,,,,,,,,,,,,,,,,,,,,
烏溪流域,烏溪,台中市,逢甲橋,乙,2013/1/8 上午 09:30:00,2013/1/8,,2013,1,8,1124,120.737772,24.178476,,1,19.7,19.5,8.2,504,,8.6,95.1,1.4,5,3.5,4100,0.1,,,,,,,,,,,,,,,,,,,,
烏溪流域,烏溪,台中市,大里橋,丁,2013/1/8 上午 10:30:00,2013/1/8,,2013,1,8,1125,120.689086,24.093878,,4.8,20.2,21.6,7.4,543,,8.3,94.4,7.7,20.3,78.7,270000,2.63,,,,,,,,,,,,,,,,,,,,
烏溪流域,烏溪,台中市,溪南橋,丁,2013/1/8 下午 01:20:00,2013/1/8,,2013,1,8,1126,120.643371,24.092068,,4.8,23,21.7,7.5,501,,8.1,92.2,6.1,18.9,77.2,470000,2.48,,,,,,,,,,,,,,,,,,,,
烏溪流域,烏溪,南投縣,愛蘭橋,乙,2013/1/8 上午 09:40:00,2013/1/8,,2013,1,8,1127,120.946511,23.966919,,2,23,21.3,7.2,212,,7.7,90.7,3.3,11,15.7,35000,0.68,,,,,,,,,,,,,,,,,,,,
烏溪流域,烏溪,南投縣,北山橋,乙,2013/1/8 上午 10:30:00,2013/1/8,,2013,1,8,1128,120.871529,23.983004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
烏溪流域,烏溪,南投縣,柑子林橋,乙,2013/1/8 上午 11:10:00,2013/1/8,,2013,1,8,1129,120.84402,24.017999,,1,22.5,20.4,8.4,330,,9,102.6,1.3,6.5,12.6,5800,0.05,,,,,,,,,,,,,,,,,,,,
烏溪流域,烏溪,台中市,東海橋,丙,2013/1/8 下午 01:20:00,2013/1/8,,2013,1,8,1130,120.627936,24.177102,,5.8,19.9,20.5,7.1,413,,6.6,73.8,6.1,22.8,178,350000,2.9,,,,,,,,,,,,,,,,,,,,
濁水溪流域,濁水溪,南投縣,玉峰大橋,甲,2013/1/9 上午 09:30:00,2013/1/9,,2013,1,9,1136,120.84348,23.808405,,3.3,20,17.7,8.3,534,,9.3,100.6,1.8,8.5,305,480,0.03,,,,,,,,,,,,,,,,,,,,
蘇澳溪流域,蘇澳溪,宜蘭縣,白米橋,－,2013/1/10 上午 07:15:00,2013/1/10,,2013,1,10,1236,121.85372,24.59617,,2.3,14.3,18.5,7.2,203,,8.5,90.5,1,4,80.9,800,0.06,,,,,,,,,,,,,,,,,,,,
淡水河流域,新店溪,新北市,廣興橋(取代屈尺堰),甲,2013/1/8 上午 09:56:00,2013/1/8,,2013,1,8,1271,121.547495,24.912331,,1,18.4,17.5,7.6,100,,9.7,101.3,1,4,6.2,5200,0.01,,,,,,,,,,,,,,,,,,,,
老街溪流域,老街溪,桃園縣,平鎮第一號橋,丙,2013/1/8 上午 08:55:00,2013/1/8,,2013,1,8,1296,121.196161,24.920993,,6.8,15.8,18.3,7.5,1260,,6.9,74.2,5.8,48.4,136,240000,9.44,,,,,,,,,,,,,,,,,,,,
西湖溪流域,西湖溪,苗栗縣,竹盛大橋,乙,2013/1/9 上午 10:00:00,2013/1/9,,2013,1,9,1297,120.777848,24.44951,,1,15.2,15.2,7.4,174,,10.9,111.6,1,4,2.4,990,0.01,,,,,,,,,,,,,,,,,,,,
得子口溪流域,得子口溪,宜蘭縣,美慶山莊,－,2013/1/10 上午 08:05:00,2013/1/10,,2013,1,10,1332,121.747059,24.831451,,1,13.4,15.9,7.6,118,,9.9,100.8,1,4,1.3,300,0.01,,,,,,,,,,,,,,,,,,,,
大安溪流域,大安溪,苗栗縣,文峰橋,甲,2013/1/9 下午 01:50:00,2013/1/9,,2013,1,9,1344,120.830495,24.312467,,1.5,17.1,16.7,8.5,405,,10.1,107.4,3.6,7.7,8.5,11000,0.09,,,,,,,,,,,,,,,,,,,,
新城溪流域,新城溪,宜蘭縣,武荖坑,乙,2013/1/10 上午 08:15:00,2013/1/10,,2013,1,10,1635,121.81086,24.6035,,1.5,13.2,16.3,8,121,,10,101.1,1,4,48.6,4300,0.02,,,,,,,,,,,,,,,,,,,,
烏溪流域,烏溪,南投縣,清流橋,乙,2013/1/8 上午 10:10:00,2013/1/8,,2013,1,8,1639,120.954291,24.063083,,1,23,18.5,8.1,341,,9.6,108.6,1.1,4,15.4,85,0.02,,,,,,,,,,,,,,,,,,,,
